overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
4.0,False,"06 24, 2006",AD94D0QMN6A6G,0764004581,{'Format:': ' DVD'},jblyn,"For a 1968 Hollywood-bankrolled war movie, HELL IN THE PACIFIC was almost right up there with the best of ""foreign"" films of the Sixties. Featuring only two characters throughout---a Japanese officer and an American officer marooned together on a otherwise unpopulated Pacific island in 1944---the film puts us immediately into the difficulties facing the two men, who are enemies by their circumstances and literally cannot understand each other. The story of how they deal with their plight unfolds in ways that make perfect sense, and both Lee Marvin and Toshiro Mifune as the two exiles give performances that are both believable and affecting. In fact, the only thing that keeps this from being a five-star movie for me is the very end, which, as I suspected, was grafted on at the behest of the studio heads [cf, director John Boorman's autobiography, ADVENTURES OF A SUBURBAN BOY]. The original ending, included on this DVD release as a special feature, makes much more sense and would have been better. But up until then you're watching one of the best war movies ever made.",Hell of a good movie!,1151107200,4,
5.0,True,"04 2, 2015",A1RHP57DOCGS2W,B0014DZ2XC,{'Format:': ' DVD'},Yldefonso O.,rolling stones are really a great group,Five Stars,1427932800,,
4.0,True,"07 30, 2015",A21ACKP1NWDCDJ,0783226985,{'Format:': ' Amazon Video'},Romantic,"I love Bruce Lee, and overall I think that they did a fine job reenacting his life. The acting wasn't top notch, and the situations that Lee gets into were a little over-the-top (but that's so we can witness his martial arts skill, no doubt), but overall, it's a decent watch.",It's a decent watch,1438214400,,
5.0,True,"07 5, 2015",A2M05GEERBS8M5,B00HQ24A0Q,{'Format:': ' DVD'},Bill Muhr,One of the greatest of all time! Mind-boggling Chaplin at his best! Do not miss this one!,Typical outstanding Chaplin!,1436054400,3,
2.0,False,"12 30, 2014",A1A6LLYESRQA1O,B00AS1Q8FW,{'Format:': ' Amazon Video'},James W. Carr,Just so so ... predictable and nothing to get excited about.,Just so so... predictable and nothing to ...,1419897600,,
4.0,True,"01 8, 2008",AB6CL637DZGS2,6302120519,{'Format:': ' VHS Tape'},George J. Carroll,I throughly enjoyed this movie and would recommend it to any one who enjoys good music. The plot was entertaining and you were hoping that his wife would win out in the end. A good way to spend a couple of hours.,The Great Waltz,1199750400,4,
4.0,True,"05 12, 2016",A1Q415B2XB98DE,B005S9EJ14,{'Format:': ' Amazon Video'},Victor J. Albertazzi,it was ok,Four Stars,1463011200,,
5.0,True,"07 24, 2014",A3MOS6ZMEZSKFF,B001ED8QRQ,,CRH,"From ages 10 to 3 (and also adults), this is a charming movie and great update. We have watched it over and over. The children have learned the songs and quote the dialogue. It also gave us a great foundation to discuss the historical issues with the older children. It is wonderful.",Get it!!!,1406160000,,
3.0,True,"11 23, 2007",A2X2X8S80WW29I,B00002E23E,,J. R. Cagle,"In 1976 Led Zeppelin released The Song Remains The Same. This is Led Zeppelin's much loved and much criticized performances pieced together from three Madison Square Garden Shows at the end of their record breaking 1973 tour. I have always had a love hate relationship with this show as its not Led Zeppelin at its best yet like all Led Zeppelin shows has some great moments. There is great interplay and improvisation in No Quarter and Dazed and Confused which for me personally are my favorite live versions of these songs. On the other hand you have a raw and weak voiced Robert Plant and shoddy camera work which left gaps in song which required fantasy sequences by all the members which are both funny and tedious. Yet I bought the 2DVD re-mastered version and was it worth it you ask?

Yes it was. The re-mastering job by Page was phenominal. The audio is much more vibrant and crisper. John Bonham's prototype kick drum gets the sound it deserves and Page's leads and solos can be heard in all their fiery glory. Even Plant who is the weak point of this show sounds better and not so raw throat sounding. Let us not forget John Paul Jones the unsung hero of the band whose marvelous bass sound comes through much better and No Quarter is my favorite part of this movie and his fantasy sequence certainly matches up well with the song. Other highlights include getting to hear Over the Hills and Far Away for the first time  and seeing Celebration Day played live on the DVD. Page's violin solo is fantastic and turned up loud in 5.1 is smoking.

The Song Remains the Same is Led Zeppelin at its best and worst yet vital to the Zeppelin catalogue and a must for fans. Get it for the superb re-mastering and picture. I was really let down when I first watched this having heard all of Led Zeppelin's albums as a 16 year old kid in 1990 yet at 33 I feel this movie got a much deserved make over which I enjoyed. If you want Led Zeppelin at its best get the 2DVD set Led Zeppelin. If you enjoy the self indulgence of 1970's Rock and Roll then The Song Remains the Same is the epitome of those times. Led Zeppelin has brought so much joy to my life that other than my wife I could never imagine a day without this passionate band and the timeless music. Right now is a great time to be a Zeppelin fan.",Dancing Days are hear again!,1195776000,,
5.0,True,"03 29, 2014",A37IKZOWVN8Z6Q,B00E8A0OZ4,{'Format:': ' DVD'},Amazon Customer,"I love this DVD.  I never did Pilates before, and didn't realize that it's much harder than it looks.  This is a great video for beginners.  I'm going to keep at it!!!!",Element DVD,1396051200,4,
5.0,True,"04 22, 2016",A122QH0HEPZHQ6,B00WNBABVC,{'Format:': ' Prime Video'},Helen Woodyard,"Not excited about Zombies, but the will of ""normal"" people living in an abnormal world.",Five Stars,1461283200,,
2.0,False,"04 13, 2013",A3JWLNW3JHS5DY,6302728371,{'Format:': ' Amazon Video'},Thomas Condon,"First of all, I must say, I ADORE Doris Day; from her singing to her acting but especially for her love of critters. I still think of her fondly and will always cherish her. But this movie was about the cheesiest piece of celluloid that was ever distributed. I mean, EVEN FOR the 50's, this was cloyingly awful. I think I remember liking it when I was 8 years-old...but let's face it: what do 8 year-olds know?

Better stick with Doris Day's other, more playful and grown-up movies like ""It Happened to Jane"" with Ernie Kovaks and Jack Lemmon!",OK...I forgot how cheesy 50's musicals can be...,1365811200,,
5.0,True,"04 30, 2017",A170YTLJAK106,B000PKG8TM,{'Format:': ' DVD'},Donald R. Magnuson,Good flick,Cashback,1493510400,,
5.0,True,"02 6, 2005",AF8C86SGYLH81,6304378033,{'Format:': ' DVD'},PR GUY,"I never thought a film could be made like the 1992

Chinese presentation of ""The Untold Story"".  Let me

start by saying that this is the only film in all my

years of moviegoing that actually nauseated me.  Give

me credit.  I have a very strong stomach.  Maybe what

makes it so horrific is that it is based on true

events.  I thought I had seen it all...now (maybe) I

have.  I love horror, gore, frightening tales of

terror, but this one crosses the line.  It is

shocking...to say the least...and it doesn't start out

that way.

The crew of police officers and detectives in this

film are a bunch of comedians.  They are constantly

ribbing one another...find excuses not to work...and I

thought I was in store for a Chinese rendition of Mel

Gibson and Danny Glover in ""Lethal Weapon"".  In

afterthought, their comedic relief is to take pressure

off the gruesome antics of a psychotic killer Anthony

Wong, who won Honk Kong's Film Award for Best Actor in

1993.  Best actor?  This guy is so convincing he

scared the hell out of me.

While I find it just as hard to understand how such a

film could be made, I was more perplexed over the fact

that I WATCHED IT!  Wong is a true psycho-maniac.

There are moments that are simply

disgusting...overboard...unthinkable.  And, of course,

I had to buy the ORIGINAL UNCUT VERSION!  Guess what?

There's nothing ""uncut"" about it...if you get my

drift.  Words of wisdom:

Stay away from the barbecued pork buns and beware of

the chopsticks.

If you're brave enough to watch this, you may want to

be selective as to who (if anyone) joins you.  I've

seen ""Silence of the Lambs"", ""Dahmer"", ""Portrait of a

Serial Killer"", ""Bundy"", ""Helter Skelter""...and a host

of deranged serial killer flicks, but this one takes

the cake...or, better yet, ""cuts"" it.

In the gruesome serial killer genre', this one is a

""10"".  If you can't handle this type of flick, I

recommend ""Shrek 2""...your side will split from

laughter...not via a meat cleaver.",The Ultimate Slasher/Gore Flick!,1107648000,27,
5.0,False,"12 18, 2005",ARAS5VERQ8BH2,6300215695,{'Format:': ' DVD'},Scott Baret,"To some, White Christmas is a song that is heard on the radio in December. But to others, White Christmas also refers to a great movie that has stood the test of time.

Having a score by Irving Berlin is on the same scale as having John Williams manage the music. There are many great songs heard throughout this movie. While older people may appreciate these a bit more, the younger generation would also benefit from the songs. In a sad world where rap is the dominating music genre, many have not heard lyrical music. The overwhelming majority of 5-21 year olds are not quite sure who Bing Crosby and Perry Como are. Some aren't even sure who John Lennon or Brian Wilson were.

The movie is also great. The actors can also sing and dance, something that isn't done all too often today. One of the best points of this movie is that everyone can watch it--it's not rated but is probably worth a ""G"". You don't find gems like this one very often in the modern world where there is no cursing and no sex.

One of the extras is an interview with Rosemary Clooney. Quite a few interesting facts are brought up, including details on the production of the movie and how it was originally to involve Fred Astaire. I won't spoil any more of the interview, but will add that the original trailers are part of the extras as well.","50 years later, this classic still impresses",1134864000,3,
